Cueanexo_EE,Sector_niveles
20165801,jardin
20165802,jardin
20165900,primario
20166000,primario
20166100,primario
20166200,primario
20166500,primario
20166600,jardin
20167100,secundario
20167300,jardin
20167300,primario
20167300,secundario
20167500,jardin
20167500,primario
20167500,secundario
20167600,primario
20167700,primario
20167800,primario
20167900,primario
20168000,jardin
20168000,primario
20168100,jardin
20168100,primario
20168100,secundario
20168200,primario
20168300,primario
20168400,jardin
20168500,jardin
20168500,primario
20168500,secundario
20168600,primario
20168700,primario
20168800,jardin
20168800,primario
20168800,secundario
20168900,jardin
20168900,primario
20168900,secundario
20169000,jardin
20169000,primario
20169000,secundario
20169100,jardin
20169100,primario
20169100,secundario
20169200,jardin
20169203,jardin
20169204,jardin
20169300,jardin
20169300,primario
20169300,secundario
20169400,secundario
20169600,jardin
20169600,primario
20169600,secundario
20169700,jardin
20169800,primario
20169900,jardin
20169900,primario
20169900,secundario
20170000,jardin
20170000,primario
20170000,secundario
20170100,secundario
20170200,jardin
20170200,primario
20170200,secundario
20170300,jardin
20170300,primario
20170300,secundario
20170500,jardin
20170500,primario
20170500,secundario
20170600,jardin
20170601,jardin
20170602,jardin
20170603,jardin
20170900,jardin
20170900,primario
20170900,secundario
20171200,primario
20171300,primario
20171700,secundario
20171900,primario
20172700,jardin
20172800,jardin
20172900,jardin
20173000,jardin
20173200,jardin
20173300,jardin
20173600,jardin
20173600,primario
20173900,jardin
20173900,primario
20175000,jardin
20175000,primario
20175000,secundario
20175100,primario
20175300,jardin
20175300,primario
20175600,jardin
20175600,primario
20175900,jardin
20175900,primario
20176000,jardin
20176400,jardin
20176400,primario
20176900,jardin
20176900,primario
20177500,jardin
20177500,primario
20177800,secundario
20177801,jardin
20177801,primario
20178200,jardin
20178300,secundario
20178500,jardin
20178800,primario
20178900,secundario
20179200,jardin
20179200,primario
20180300,secundario
20180900,jardin
20181100,jardin
20181100,primario
20181200,jardin
20181200,primario
20181700,jardin
20181900,jardin
20181900,primario
20182200,jardin
20182200,primario
20182300,primario
20182300,secundario
20182600,jardin
20182600,primario
20182600,secundario
20183300,secundario
20183800,jardin
20183900,primario
20184000,primario
20184100,jardin
20185000,jardin
20185000,primario
20185100,jardin
20185200,jardin
20185600,jardin
20185700,jardin
20186500,jardin
20186500,primario
20186800,jardin
20186800,primario
20186900,jardin
20186900,primario
20186900,secundario
20187300,jardin
20187300,primario
20188200,jardin
20188300,jardin
20188300,primario
20188400,jardin
20188700,jardin
20188700,primario
20188800,secundario
20189000,jardin
20189100,jardin
20189200,jardin
20189200,primario
20189400,jardin
20189500,jardin
20189500,primario
20189500,secundario
20189700,jardin
20189700,primario
20189900,jardin
20190000,jardin
20190100,jardin
20190500,jardin
20190500,primario
20190600,jardin
20190600,primario
20190700,jardin
20190700,primario
20190700,secundario
20191000,jardin
20191000,primario
20195700,jardin
20195700,primario
20195801,jardin
20195802,jardin
20204200,jardin
20204400,jardin
20204700,jardin
20205100,jardin
20206000,jardin
20206100,jardin
20206200,jardin
20206300,jardin
20207400,jardin
20207400,primario
20207500,jardin
20209000,jardin
20209300,jardin
20209300,primario
20209900,jardin
20210100,jardin
20210100,primario
20210100,secundario
20212700,jardin
20212700,primario
20212700,secundario
20213200,jardin
20213900,primario
20214000,jardin
20214100,primario
20214300,jardin
20214300,primario
20214300,secundario
20217800,jardin
20217800,primario
20218000,jardin
20219600,jardin
20219600,primario
20219600,secundario
20219900,jardin
20220000,jardin
20220100,jardin
20220200,jardin
20220300,jardin
20220400,jardin
20220500,jardin
20220600,jardin
20220700,jardin
20220800,jardin
20220900,jardin
20221000,jardin
20221100,jardin
20221200,jardin
20221300,jardin
20221400,jardin
20221400,primario
20221500,secundario
20221600,jardin
20221700,jardin
20221700,primario
20221800,jardin
20222400,jardin
20222400,primario
20222400,secundario
20223800,jardin
20223900,secundario
20224400,jardin
20224400,primario
20224400,secundario
20224600,jardin
20224600,primario
20227000,jardin
20227100,jardin
20227200,jardin
20227400,primario
20227500,secundario
20227800,primario
20227900,primario
20228200,jardin
20228200,primario
20228200,secundario
20228300,primario
20228300,secundario
20228400,jardin
20228400,primario
20230100,secundario
20230700,jardin
20230800,jardin
20230900,jardin
20232900,jardin
20233400,jardin
20235000,secundario
20236200,jardin
20236200,primario
20237300,jardin
20237400,jardin
20237400,primario
20238700,jardin
20238900,jardin
20239800,secundario
20240100,jardin
20240200,jardin
20240300,jardin
20240900,jardin
20240900,primario
20241900,jardin
20243500,secundario
20243800,jardin
20243801,jardin
20243900,jardin
20244000,jardin
20244100,jardin
20244101,jardin
20244200,secundario
20244400,jardin
20244401,jardin
20246500,primario
20246600,jardin
20246700,jardin
20246900,jardin
20247000,jardin
20247500,secundario
20248800,jardin
20250400,secundario
20250500,secundario
20250700,jardin
20250800,jardin
20250900,jardin
20251100,jardin
20251100,primario
20252500,jardin
20260500,jardin
20261700,jardin
20265200,jardin
20274000,jardin
20274500,jardin
20274800,primario
20275200,secundario
20279300,jardin
20279300,primario
20279300,secundario
20280000,jardin
20280100,jardin
20280100,primario
20280100,secundario
20280200,jardin
20280300,jardin
20280301,jardin
20280400,jardin
20281000,primario
20281400,jardin
20281500,primario
20281500,secundario
20281600,jardin
20282400,jardin
20282400,primario
20282500,jardin
20282500,primario
20282500,secundario
20282700,jardin
20282700,primario
20282700,secundario
20282800,jardin
20285000,secundario
20287100,jardin
20287500,secundario
20287600,jardin
20290200,jardin
20290300,secundario
20290400,secundario
20290500,secundario
20290700,jardin
20291500,jardin
20291700,jardin
20292900,jardin
20292900,primario
20293200,jardin
20293400,jardin
20294100,jardin
20294200,jardin
20294300,primario
20294400,jardin
20294400,primario
20294400,secundario
20294800,jardin
20294900,jardin
20295000,jardin
20295200,jardin
20295300,jardin
20295500,jardin
20296100,jardin
20296700,jardin
20297500,jardin
20298100,jardin
20298200,jardin
20298300,jardin
20298300,primario
20298400,jardin
20298500,jardin
20298600,secundario
20298700,secundario
20298900,primario
20299100,jardin
20300100,secundario
20300101,jardin
20300400,jardin
20300700,jardin
20301000,primario
20301001,jardin
20301100,jardin
20302500,jardin
20302700,secundario
20302800,secundario
20302900,secundario
20303000,secundario
20303100,secundario
20303200,secundario
20303300,secundario
20303400,secundario
20303500,secundario
20303700,jardin
20303800,jardin
20303900,jardin
20304100,jardin
20304200,jardin
20304200,primario
20304500,jardin
20304600,jardin
20304600,primario
20305700,jardin
20306100,jardin
20306300,jardin
20306600,jardin
20306700,jardin
20307100,jardin
20307300,jardin
20307400,jardin
20307500,secundario
20307600,primario
20307600,secundario
20307900,primario
20308000,primario
20308600,jardin
20308700,jardin
20309100,jardin
20309200,jardin
20309300,primario
20309400,jardin
20309500,jardin
20309600,primario
20310800,jardin
20311200,jardin
20311400,jardin
20311500,jardin
20311600,jardin
20311700,jardin
20312100,jardin
20312300,jardin
20312400,jardin
20312500,jardin
20312600,primario
20312700,primario
20312800,primario
20312900,primario
20313000,jardin
20313100,jardin
20314000,jardin
20314100,jardin
20314200,jardin
20314300,jardin
20314400,jardin
20314800,jardin
20315600,jardin
20315900,jardin
20316100,jardin
20316200,jardin
20316300,jardin
20316800,jardin
20318000,jardin
20318100,jardin
20318200,jardin
20318300,jardin
20318400,jardin
20318500,primario
29000500,secundario
29000700,secundario
29000800,secundario
29003000,jardin
29003000,primario
29003000,secundario
29003001,jardin
60000100,jardin
60000200,primario
60000300,primario
60000400,jardin
60000400,primario
60000700,primario
60000900,primario
60001000,primario
60001200,secundario
60001300,primario
60001400,jardin
60001500,primario
60001600,primario
60001700,primario
60001800,jardin
60002000,primario
60002200,primario
60002300,jardin
60002400,jardin
60002500,jardin
60002700,primario
60002900,secundario
60003000,secundario
60003200,primario
60003300,jardin
60003400,primario
60003500,jardin
60003700,primario
60003800,primario
60003900,jardin
60004000,jardin
60004100,primario
60004200,primario
60004300,jardin
60004500,jardin
60004600,jardin
60004700,secundario
60004800,secundario
60005000,primario
60005100,secundario
60005300,jardin
60005700,primario
60005800,primario
60005900,primario
60006000,primario
60006100,jardin
60006200,primario
60006300,jardin
60006400,primario
60006500,jardin
60006600,secundario
60006700,primario
60006800,primario
60006900,secundario
60007000,jardin
60007100,jardin
60007100,primario
60007200,jardin
60007500,jardin
60007600,primario
60007700,primario
60007800,jardin
60007900,jardin
60008200,jardin
60008300,jardin
60008400,secundario
60008700,jardin
60008800,jardin
60008900,primario
60009000,jardin
60009100,primario
60009200,secundario
60009600,primario
60009700,primario
60009800,jardin
60009900,jardin
60010200,primario
60010300,primario
60010400,jardin
60010400,primario
60010500,primario
60010600,primario
60010800,primario
60010900,jardin
60011000,secundario
60011100,jardin
60011200,jardin
60011300,primario
60011400,jardin
60011600,jardin
60012000,jardin
60012100,primario
60012300,primario
60012500,primario
60012600,jardin
60012600,primario
60012700,secundario
60012800,jardin
60012900,primario
60013000,jardin
60013100,jardin
60013200,secundario
60013300,jardin
60013300,primario
60013400,secundario
60013500,primario
60013600,jardin
60013600,primario
60013700,primario
60013900,jardin
60014000,primario
60014100,primario
60014200,jardin
60014300,primario
60014400,jardin
60014500,jardin
60014600,primario
60014700,jardin
60014800,primario
60014900,jardin
